bbg_ticker,Generic_Ticker,Contract_Size,Category,Currency
JWLX25 Comdty,JWL1 Comdty,1000.0,Energy,USD
LMAHDP 20260130 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
HCTV5 Index,HCT1 Index,50.0,Equity Index,HKD
FCF6 Comdty,FC1 Comdty,50000.0,Agriculture,USD
CAZ5 Comdty,CA1 Comdty,50.0,Agriculture,EUR
SMZ5 Comdty,SM1 Comdty,100.0,Agriculture,USD
LMZSDP 20251212 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HIV5 Index,HI1 Index,50.0,Equity Index,HKD
LMZSDP 20260127 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
BBWX25 Comdty,BBW1 Comdty,1000.0,Energy,USD
ADZ5 Curncy,AD1 Curncy,100000.0,Currency,USD
LMZSDP 20260122 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251222 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
UXV5 Index,UX1 Index,1000.0,Equity Index,USD
LMZSDP 20251119 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
NGF26 Comdty,NG1 Comdty,10000.0,Energy,USD
XUV5 Index,XU1 Index,1.0,Equity Index,USD
LMAHDP 20260121 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20260109 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20251216 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
NXZ5 Index,NX1 Index,5.0,Equity Index,USD
CQDX25 Comdty,CQD1 Comdty,1000.0,Energy,USD
S X5 Comdty,S 1 Comdty,5000.0,Agriculture,USD
LMZSDP 20260115 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
ZZBV5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
LMCADP 20260114 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20260107 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251015 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260106 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20260109 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20260102 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20260108 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LFAU5 Comdty,LFA1 Comdty,1000.0,Base Metal,USD
CJPU25 Comdty,CJP1 Comdty,1000.0,Energy,USD
CQDV25 Comdty,CQD1 Comdty,1000.0,Energy,USD
CCZ5 Comdty,CC1 Comdty,10.0,Agriculture,USD
ZZBU5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
PFRU5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
MFSU5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
SCOU5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
PFRV5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
HCTU5 Index,HCT1 Index,800.0,Equity Index,USD
LMZSDP 20251229 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251208 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251205 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251229 Comdty,LMCADY Comdty,25.0,Base Metal,USD
XUU5 Index,XU1 Index,1.0,Equity Index,USD
LMZSDP 20251203 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251201 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251224 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20251224 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251223 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HCU5 Index,HC1 Index,50.0,Equity Index,HKD
LMCADP 20251223 Comdty,LMCADY Comdty,25.0,Base Metal,USD
MFSV5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
PLV5 Comdty,PL1 Comdty,50.0,Precious Metal,USD
XAGUSD 20251027 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD
QSV5 Comdty,QS1 Comdty,100.0,Energy,USD
LMZSDP 20251219 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HWBU5 Index,HWB1 Index,2.0,Equity Index,USD
LMZSDP 20251202 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
UXU5 Index,UX1 Index,1000.0,Equity Index,USD
LMZSDP 20251216 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
ESU5 Index,ES1 Index,50.0,Equity Index,USD
NQU5 Index,NQ1 Index,20.0,Equity Index,USD
DMU5 Index,DM1 Index,840.0,Equity Index,USD
LMCADP 20251212 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250917 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251015 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250917 Comdty,LMCADY Comdty,25.0,Base Metal,USD
BPZ5 Curncy,BP1 Curncy,62500.0,Currency,USD
CDZ5 Curncy,CD1 Curncy,100000.0,Currency,USD
XUCU5 Curncy,XUC1 Curncy,100000.0,Currency,CNH
LMCADP 20251211 Comdty,LMCADY Comdty,25.0,Base Metal,USD
COZ5 Comdty,CO1 Comdty,1000.0,Energy,USD
HIU5 Index,HI1 Index,50.0,Equity Index,HKD
ECU5 Curncy,EC1 Curncy,125000.0,Currency,USD
JYU5 Curncy,JY1 Curncy,12500000.0,Currency,USD
LMCADP 20251208 Comdty,LMCADY Comdty,25.0,Base Metal,USD
SBV5 Comdty,SB1 Comdty,5000.0,Agriculture,USD
COX5 Comdty,CO1 Comdty,1000.0,Energy,SEK
W Z5 Comdty,W 1 Comdty,5000.0,Agriculture,USD
LMCADP 20251203 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20251202 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
QSU5 Comdty,QS1 Comdty,100.0,Energy,USD
BBWV25 Comdty,BBW1 Comdty,1000.0,Energy,USD
LMCADP 20251202 Comdty,LMCADY Comdty,25.0,Base Metal,USD
CQDU25 Comdty,CQD1 Comdty,1000.0,Energy,USD
LMCADP 20251201 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20251201 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
SCOQ5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
MFSQ5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
LMZSDP 20251015 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251128 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMPBDP 20251010 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMPBDP 20251008 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
HCTQ5 Index,HCT1 Index,800.0,Equity Index,USD
AULU25 Comdty,AUL1 Comdty,1000.0,Energy,USD
LMPBDP 20251128 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
HUU5 Index,HU1 Index,10.0,Equity Index,HKD
HIQ5 Index,HI1 Index,50.0,Equity Index,HKD
LMNIDP 20251126 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250917 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20251114 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251126 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251121 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251023 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251017 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
C Z5 Comdty,C 1 Comdty,5000.0,Agriculture,USD
HCQ5 Index,HC1 Index,50.0,Equity Index,HKD
LMZSDP 20251113 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251112 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251121 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
BBWU25 Comdty,BBW1 Comdty,1000.0,Energy,USD
SIU5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
KOU5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
LMNIDP 20251120 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20251114 Comdty,LMCADY Comdty,25.0,Base Metal,USD
UXQ5 Index,UX1 Index,1000.0,Equity Index,USD
LMCADP 20251120 Comdty,LMCADY Comdty,25.0,Base Metal,USD
CCU5 Comdty,CC1 Comdty,10.0,Agriculture,USD
LMNIDP 20251118 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250820 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251114 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
AULV25 Comdty,AUL1 Comdty,1000.0,Energy,USD
LMNIDP 20251112 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
BPU5 Curncy,BP1 Curncy,62500.0,Currency,USD
LMPBDP 20251107 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMPBDP 20251105 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
DXU5 Curncy,DX1 Curncy,1000.0,Currency,USD
LMZSDP 20251107 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251107 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20251106 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250812 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251106 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20251105 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20251105 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
W U5 Comdty,W 1 Comdty,5000.0,Agriculture,USD
CQDQ25 Comdty,CQD1 Comdty,1000.0,Energy,USD
XUQ5 Index,XU1 Index,1.0,Equity Index,USD
GCV5 Comdty,GC1 Comdty,100.0,Precious Metal,USD
CLU5 Comdty,CL1 Comdty,1000.0,Energy,USD
CJPN25 Comdty,CJP1 Comdty,1000.0,Energy,USD
SCON5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMZSDP 20251031 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250905 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
ZZBQ5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
HGU5 Comdty,HG1 Comdty,25000.0,Base Metal,USD
LMCADP 20251030 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20251029 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251022 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HIN5 Index,HI1 Index,50.0,Equity Index,HKD
XUN5 Index,XU1 Index,1.0,Equity Index,USD
HCTN5 Index,HCT1 Index,800.0,Equity Index,USD
CJPQ25 Comdty,CJP1 Comdty,1000.0,Energy,USD
BGLV25 Comdty,BGL1 Comdty,10000.0,Energy,USD
COU5 Comdty,CO1 Comdty,1000.0,Energy,USD
HCN5 Index,HC1 Index,50.0,Equity Index,HKD
LMZSDP 20251024 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CDU5 Curncy,CD1 Curncy,100000.0,Currency,USD
MFSN5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
AULQ25 Comdty,AUL1 Comdty,1000.0,Energy,USD
BBWQ25 Comdty,BBW1 Comdty,1000.0,Energy,USD
XAGUSD 20250818 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD
XAGUSD 20250826 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD
XAGUSD 20250815 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD
GCQ5 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMNIDP 20251017 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250930 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMPBDP 20251017 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
UXN5 Index,UX1 Index,1000.0,Equity Index,USD
LMZSDP 20251016 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
NGX25 Comdty,NG1 Comdty,10000.0,Energy,USD
RTYU5 Index,RTY1 Index,50.0,Equity Index,USD
BGLU25 Comdty,BGL1 Comdty,10000.0,Energy,USD
BGLQ25 Comdty,BGL1 Comdty,10000.0,Energy,USD
LMZSDP 20250923 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251014 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250909 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250819 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250716 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251010 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251010 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250820 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250919 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
RSF6 Comdty,RS1 Comdty,20.0,Agriculture,CAD
LMCADP 20250716 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20251009 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251008 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20251008 Comdty,LMCADY Comdty,25.0,Base Metal,USD
CAU5 Comdty,CA1 Comdty,50.0,Agriculture,EUR
LMNIDP 20251007 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20251007 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250807 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250806 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20251003 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20251003 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250813 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
SFU5 Curncy,SF1 Curncy,125000.0,Currency,USD
DFU5 Comdty,DF1 Comdty,10.0,Agriculture,USD
KCU5 Comdty,KC1 Comdty,37500.0,Agriculture,USD
LMZSDP 20251002 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250716 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
CJPM25 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMAHDP 20251001 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20250917 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMZSDP 20251001 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
JWLQ25 Comdty,JWL1 Comdty,1000.0,Energy,USD
LMPBDP 20251001 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMPBDP 20250829 Comdty,LMPBDY Comdty,25.0,Base Metal,USD
LMZSDP 20250821 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250815 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250723 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
SCOM5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOM5P 90 Comdty,SCO1 Comdty,100.0,Ferrous,USD
SCOM5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD
ZZBM5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
MFSM5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
LMAHDP 20250930 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20250930 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250808 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
RSX5 Comdty,RS1 Comdty,20.0,Agriculture,CAD
LMZSDP 20250926 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HIM5 Index,HI1 Index,50.0,Equity Index,HKD
LMNIDP 20250926 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
HCTM5 Index,HCT1 Index,800.0,Equity Index,USD
XUM5 Index,XU1 Index,1.0,Equity Index,USD
NXU5 Index,NX1 Index,5.0,Equity Index,USD
LMZSDP 20250925 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CTZ5 Comdty,CT1 Comdty,50000.0,Agriculture,USD
HCM5 Index,HC1 Index,50.0,Equity Index,HKD
LMZSDP 20250924 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
PLN5 Comdty,PL1 Comdty,50.0,Precious Metal,USD
ZZBN5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
NVU5 Curncy,NV1 Curncy,100000.0,Currency,USD
AULN25 Comdty,AUL1 Comdty,1000.0,Energy,USD
BBWN25 Comdty,BBW1 Comdty,1000.0,Energy,USD
SBN5 Comdty,SB1 Comdty,5000.0,Agriculture,USD
NQM5 Index,NQ1 Index,20.0,Equity Index,USD
ESM5 Index,ES1 Index,50.0,Equity Index,USD
DMM5 Index,DM1 Index,840.0,Equity Index,USD
LMCADP 20250918 Comdty,LMCADY Comdty,25.0,Base Metal,USD
HWBM5 Index,HWB1 Index,2.0,Equity Index,USD
SIN5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
HGN5 Comdty,HG1 Comdty,25000.0,Base Metal,USD
LMAHDP 20250820 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
KOQ5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
QSN5 Comdty,QS1 Comdty,100.0,Energy,USD
LMZSDP 20250618 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20250916 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20250916 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250916 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250912 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CQDN25 Comdty,CQD1 Comdty,1000.0,Energy,USD
XUCM5 Curncy,XUC1 Curncy,100000.0,Currency,CNH
KCN5 Comdty,KC1 Comdty,37500.0,Agriculture,USD
ADM5 Curncy,AD1 Curncy,100000.0,Currency,AUD
LMZSDP 20250911 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250709 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
PFRN5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
LMZSDP 20250910 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
JYM5 Curncy,JY1 Curncy,12500000.0,Currency,USD
LMZSDP 20250708 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250618 Comdty,LMCADY Comdty,25.0,Base Metal,USD
JADM5C 70 Curncy,JAD1 Curncy,12500000.0,Currency,USD
LMCADP 20250905 Comdty,LMCADY Comdty,25.0,Base Metal,USD
ECM5 Curncy,EC1 Curncy,125000.0,Currency,EUR
AZBU25 Comdty,AZB1 Comdty,1000.0,Energy,USD
AZBQ25 Comdty,AZB1 Comdty,1000.0,Energy,USD
LMZSDP 20250904 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250724 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
CQDM25 Comdty,CQD1 Comdty,1000.0,Energy,USD
ASOK25 Comdty,ASO1 Comdty,1000.0,Energy,USD
BBWK25 Comdty,BBW1 Comdty,1000.0,Energy,USD
CJPK25 Comdty,CJP1 Comdty,1000.0,Energy,USD
LMAHDP 20250902 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMZSDP 20250902 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250829 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
ZZBK5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD
MFSK5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
SCOK5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMNIDP 20250829 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
S N5 Comdty,S 1 Comdty,5000.0,Agriculture,USD
HCTK5 Index,HCT1 Index,800.0,Equity Index,USD
C N5 Comdty,C 1 Comdty,5000.0,Agriculture,USD
XUK5 Index,XU1 Index,1.0,Equity Index,USD
GCM5P 3250 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMZSDP 20250827 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HCK5 Index,HC1 Index,50.0,Equity Index,HKD
HIK5 Index,HI1 Index,50.0,Equity Index,HKD
GCM5C 3450 Comdty,GC1 Comdty,100.0,Precious Metal,USD
BBWM25 Comdty,BBW1 Comdty,1000.0,Energy,USD
PFRM5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
AULM25 Comdty,AUL1 Comdty,1000.0,Energy,USD
LMZSDP 20250822 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
CDM5 Curncy,CD1 Curncy,100000.0,Currency,USD
UXK5 Index,UX1 Index,1000.0,Equity Index,USD
BON5 Comdty,BO1 Comdty,60000.0,Agriculture,USD
BGLN25 Comdty,BGL1 Comdty,10000.0,Energy,USD
SFM5 Curncy,SF1 Curncy,125000.0,Currency,USD
GCM5 Comdty,GC1 Comdty,100.0,Precious Metal,USD
KON5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
LMAHDP 20250819 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20250819 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMAHDP 20250815 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMCADP 20250815 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250813 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250814 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250814 Comdty,LMCADY Comdty,25.0,Base Metal,USD
NVM5 Curncy,NV1 Curncy,100000.0,Currency,USD
NXM5 Index,NX1 Index,5.0,Equity Index,USD
ASOU25 Comdty,ASO1 Comdty,1000.0,Energy,USD
ASOQ25 Comdty,ASO1 Comdty,1000.0,Energy,USD
ASON25 Comdty,ASO1 Comdty,1000.0,Energy,USD
LMCADP 20250813 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMAHDP 20250812 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20250716 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20250812 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250812 Comdty,LMCADY Comdty,25.0,Base Metal,USD
DXM5 Curncy,DX1 Curncy,1000.0,Currency,USD
LMNIDP 20250808 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
BOU5 Comdty,BO1 Comdty,60000.0,Agriculture,USD
BPM5 Curncy,BP1 Curncy,62500.0,Currency,USD
CLM5 Comdty,CL1 Comdty,1000.0,Energy,USD
NGM25 Comdty,NG1 Comdty,10000.0,Energy,USD
LMCADP 20250806 Comdty,LMCADY Comdty,25.0,Base Metal,USD
GCM5P 3200 Comdty,GC1 Comdty,100.0,Precious Metal,USD
GCM5C 3430 Comdty,GC1 Comdty,100.0,Precious Metal,USD
GCM5C 3640 Comdty,GC1 Comdty,100.0,Precious Metal,USD
GCM5P 3215 Comdty,GC1 Comdty,100.0,Precious Metal,USD
LMZSDP 20250801 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250801 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMAHDP 20250801 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
MFSJ5 Comdty,MFS1 Comdty,100.0,Ferrous,USD
LMNIDP 20250730 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250618 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250730 Comdty,LMCADY Comdty,25.0,Base Metal,USD
SCOJ5 Comdty,SCO1 Comdty,100.0,Ferrous,USD
LMCADP 20250729 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250729 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250626 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250707 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250728 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
HCTJ5 Index,HCT1 Index,800.0,Equity Index,USD
LMNIDP 20250728 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
AULK25 Comdty,AUL1 Comdty,1000.0,Energy,USD
LMCADP 20250728 Comdty,LMCADY Comdty,25.0,Base Metal,USD
XUJ5 Index,XU1 Index,1.0,Equity Index,USD
HIJ5 Index,HI1 Index,50.0,Equity Index,HKD
LMZSDP 20250725 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20250725 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
RSN5 Comdty,RS1 Comdty,20.0,Agriculture,CAD
HCJ5 Index,HC1 Index,50.0,Equity Index,HKD
LMZSDP 20250724 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMAHDP 20250723 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMAHDP 20250618 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMZSDP 20250521 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
PFRK5 Comdty,PFR1 Comdty,100.0,Chemicals,USD
LMNIDP 20250723 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMZSDP 20250722 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMNIDP 20250722 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250722 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250620 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMZSDP 20250611 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
BOK5 Comdty,BO1 Comdty,60000.0,Agriculture,USD
SIK5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD
LMZSDP 20250717 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
KOK5 Comdty,KO1 Comdty,25.0,Agriculture,MYR
NGK25 Comdty,NG1 Comdty,10000.0,Energy,USD
LMCADP 20250707 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMZSDP 20250701 Comdty,LMZSDY Comdty,25.0,Base Metal,USD
LMCADP 20250717 Comdty,LMCADY Comdty,25.0,Base Metal,USD
UXJ5 Index,UX1 Index,1000.0,Equity Index,USD
HWAM5 Index,HWA1 Index,5.0,Equity Index,USD
LMNIDP 20250715 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250715 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250714 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMAHDP 20250714 Comdty,LMAHDY Comdty,25.0,Base Metal,USD
LMNIDP 20250521 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMNIDP 20250714 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
LMCADP 20250711 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMNIDP 20250416 Comdty,LMNIDY Comdty,6.0,Base Metal,USD
SMN5 Comdty,SM1 Comdty,100.0,Agriculture,USD
SMK5 Comdty,SM1 Comdty,100.0,Agriculture,USD
LMCADP 20250710 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250709 Comdty,LMCADY Comdty,25.0,Base Metal,USD
LMCADP 20250620 Comdty,LMCADY Comdty,25.0,Base Metal,USD
KCK5 Comdty,KC1 Comdty,37500.0,Agriculture,USD
